"AREA TERRITORIAL";"CODIGO CENTRO";"TIPO DE CENTRO";"CENTRO";"DOMICILIO";"MUNICIPIO";"DISTRITO MUNICIPAL";"COD. POSTAL";"TELEFONO";"FAX";"TITULARIDAD";"NOMBRE";
"Madrid-Capital";28020533;"CP INF-PRI";"JUAN ZARAGUETA";"Calle Vía De Los Poblados, 17 ";"Madrid";"Hortaleza";28033;917630869;917630869;"Público";"JUAN ZARAGUETA";"OK"
"Madrid-Capital";28031488;"CP INF-PRI";"JULIAN BESTEIRO";"Avenida De Abrantes, 79 ";"Madrid";"Carabanchel";28025;915600091;915655204;"Público";"JULIAN BESTEIRO";"OK"
"Madrid-Capital";28063805;"CP INF-PRI";"JULIAN MARIAS";"Calle De Budapest, 11 ";"Madrid";"San Blas-Canillejas";28022;917609323;917609319;"Público";"JULIAN MARIAS";"OK"
"Madrid-Capital";28006411;"CP INF-PRI";"LA ALAMEDA";"Calle De Las Musas, 9 ";"Madrid";"San Blas-Canillejas";28022;917411453;913204540;"Público";"LA ALAMEDA";"OK"
"Madrid-Capital";28037375;"CP INF-PRI";"LA DEHESA DEL PRINCIPE";"Paseo De Lanceros, 4 ";"Madrid";"Latina";28024;915091679;915090044;"Público";"LA DEHESA DEL PRINCIPE";"OK"
"Madrid-Capital";28031099;"CP INF-PRI";"LA LATINA";"Calle De Maqueda, 130 ";"Madrid";"Latina";28024;915099915;917196252;"Público";"LA LATINA";"OK"
"Madrid-Capital";28033931;"CP INF-PRI";"LA RIOJA";"Calle De León Felipe, 3 ";"Madrid";"Puente de Vallecas";28038;917773912;917773912;"Público";"LA RIOJA";"OK"
"Madrid-Capital";28010761;"CP INF-PRI";"LEGADO CRESPO";"Paseo De Las Acacias, 2 ";"Madrid";"Arganzuela";28005;915286325;915286325;"Público";"LEGADO CRESPO";"OK"
"Madrid-Capital";28010898;"CP INF-PRI";"LEOPOLDO ALAS";"Calle De Pedrezuela, 18 ";"Madrid";"Ciudad Lineal";28017;914033755;914042281;"Público";"LEOPOLDO ALAS";"OK"
"Madrid-Capital";28069820;"CP INF-PRI";"LEOPOLDO CALVO-SOTELO";"Calle De Puente La Reina, S/n ";"Madrid";"Fuencarral-El Pardo";28050;914273351;914273083;"Público";"LEOPOLDO CALVO SOTELO";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28010771;"CP INF-PRI";"LEPANTO";"Calle De Valderrey, 9 ";"Madrid";"Moncloa-Aravaca";28035;913160937;913738204;"Público";"LEPANTO";"OK"
"Madrid-Capital";28010783;"CP INF-PRI";"LOPE DE VEGA";"Calle De Inglaterra, 8 ";"Madrid";"Carabanchel";28019;914710955;914721124;"Público";"LOPE DE VEGA";"OK"
"Madrid-Capital";28020867;"CP INF-PRI";"LORENZO LUZURIAGA";"Calle De Valencia De Don Juan, 19 ";"Madrid";"Fuencarral-El Pardo";28034;917305938;917314362;"Público";"LORENZO LUZURIAGA";"OK"
"Madrid-Capital";28050355;"CP INF-PRI";"LOS ALMENDROS";"Calle De Ladera De Los Almendros, 45 ";"Madrid";"Vicálvaro";28032;917510982;917726814;"Público";"LOS ALMENDROS";"OK"
"Madrid-Capital";28006214;"CP INF-PRI";"LOS ROSALES";"Avenida De Los Rosales, 131 ";"Madrid";"Villaverde";28021;917956756;917988116;"Público";"LOS ROSALES";"OK"
"Madrid-Capital";28069169;"CP INF-PRI";"LOYOLA DE PALACIO";"Calle Del Embalse De Navacerrada, 60 ";"Madrid";"Villa de Vallecas";28051;913851330;913326020;"Público";"LOYOLA DE PALACIO";"OK"
"Madrid-Capital";28005571;"CP INF-PRI";"LUIS BELLO";"Calle De Luis Cabrera, 66 ";"Madrid";"Chamartín";28002;912205533;912205535;"Público";"LUIS BELLO";"OK"
"Madrid-Capital";28021367;"CP INF-PRI";"LUIS CERNUDA";"Calle Del Carril Del Conde, 64 ";"Madrid";"Hortaleza";28043;913002732;913002732;"Público";"LUIS CERNUDA";"OK"
"Madrid-Capital";28005741;"CP INF-PRI";"LUIS DE GONGORA";"Calle De Sarriá, 49 ";"Madrid";"Fuencarral-El Pardo";28029;913860816;913768253;"Público";"LUIS DE GONGORA";"OK"
"Madrid-Capital";28045086;"CP INF-PRI";"MADRID-SUR";"Calle Del Puerto De Balbarán, 133 ";"Madrid";"Puente de Vallecas";28018;917855539;917855539;"Público";"MADRID SUR";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28072466;"CP INF-PRI";"MAESTRO PADILLA";"Avenida De La Peseta C/v Vía Lusitana, S/n ";"Madrid";"Carabanchel";28054;911731852;911724720;"Público";"MAESTRO PADILLA";"OK"
"Madrid-Capital";28010795;"CP INF-PRI";"MANUEL BARTOLOME COSSIO";"Calle De José De Cadalso, 19 ";"Madrid";"Latina";28044;917064098;917064098;"Público";"MANUEL BARTOLOME COSSIO";"OK"
"Madrid-Capital";28005763;"CP INF-PRI";"MANUEL DE FALLA";"Avenida Real De Pinto, 27 ";"Madrid";"Villaverde";28021;917971448;915052511;"Público";"MANUEL DE FALLA";"OK"
"Madrid-Capital";28010862;"CP INF-PRI";"MANUEL NUÑEZ DE ARENAS";"Calle De Martos, 120 ";"Madrid";"Puente de Vallecas";28053;917855972;917860204;"Público";"MANUEL NUÑEZ DE ARENAS";"OK"
"Madrid-Capital";28010801;"CP INF-PRI";"MANUEL SAINZ DE VICUÑA";"Calle Del Camino De Los Vinateros, 104 ";"Madrid";"Moratalaz";28030;914391349;913285625;"Público";"MANUEL SAINZ DE VICUÑA";"OK"
"Madrid-Capital";28010813;"CP INF-PRI";"MARCELO USERA";"Calle De Perales De Tajuña, 1 ";"Madrid";"Usera";28026;914753495;917923840;"Público";"MARCELO USERA";"OK"
"Madrid-Capital";28074578;"CP INF-PRI";"MARGARET THATCHER";"Glorieta De La Playa De San Lorenzo, S/n ";"Madrid";"Barajas";28042;913056086;913055404;"Público";"MARGARET THATCHER";"OK"
"Madrid-Capital";28049377;"CP INF-PRI";"MARIA MOLINER";"Calle De Arcos De Jalón, 34 ";"Madrid";"San Blas-Canillejas";28037;913133969;913069463;"Público";"MARIA MOLINER";"OK"
"Madrid-Capital";28031348;"CP INF-PRI";"MARIANO JOSE DE LARRA";"Calle De Longares, 11 ";"Madrid";"San Blas-Canillejas";28022;913133789;917759574;"Público";"MARIANO JOSE DE LARRA";"OK"
"Madrid-Capital";28005830;"CP INF-PRI";"MARQUES DE MARCENADO";"Calle De Linneo, 31 ";"Madrid";"Arganzuela";28005;913658588;913669822;"Público";"MARQUES DE MARCENADO";"OK"
"Madrid-Capital";28021148;"CP INF-PRI";"MARQUES DE SUANZES";"Avenida Del Veinticinco De Septiembre, 1 ";"Madrid";"San Blas-Canillejas";28027;917412072;913203617;"Público";"MARQUES DE SUANZES";"OK"
"Madrid-Capital";28018496;"CP INF-PRI";"MARTINEZ MONTAÑES";"Calle De Hacienda De Pavones, 223 ";"Madrid";"Moratalaz";28030;917738878;917738878;"Público";"MARTINEZ MONTAÑES";"OK"
"Madrid-Capital";28005866;"CP INF-PRI";"MEJICO";"Avenida De Badajoz, 74 ";"Madrid";"Ciudad Lineal";28027;914035744;914045880;"Público";"MEJICO (MEXICO)";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28005878;"CP INF-PRI";"MENDEZ NUNEZ";"Calle De Alicun, 9 ";"Madrid";"Hortaleza";28033;913024834;913024834;"Público";"MENDEZ NUÑEZ";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28005891;"CP INF-PRI";"MENENDEZ PIDAL";"Calle De La Encomienda De Palacios, 85 ";"Madrid";"Moratalaz";28030;917736781;913016012;"Público";"MENENDEZ PIDAL";"OK"
"Madrid-Capital";28005881;"CP INF-PRI";"MENENDEZ Y PELAYO";"Calle De Méndez Álvaro, 16 ";"Madrid";"Arganzuela";28045;915272781;915397381;"Público";"MENENDEZ PELAYO";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28029123;"CP INF-PRI";"MESETA DE ORCASITAS";"Calle Del Camino Viejo De Villaverde, 1 ";"Madrid";"Usera";28041;913413045;913417861;"Público";"MESETA DE ORCASITAS";"OK"
"Madrid-Capital";28005908;"CP INF-PRI";"MESONERO ROMANOS";"Calle De Pont De Molins, 31 ";"Madrid";"Puente de Vallecas";28038;913037096;913800850;"Público";"MESONERO ROMANOS";"OK"
"Madrid-Capital";28010849;"CP INF-PRI";"MIGUEL BLASCO VILATELA";"Calle De Los Hermanos García Noblejas, 70 ";"Madrid";"Ciudad Lineal";28017;913043999;914402072;"Público";"MIGUEL BLASCO VILATELA";"OK"
"Madrid-Capital";28010850;"CP INF-PRI";"MIGUEL DE UNAMUNO";"Calle De Alicante, 5 ";"Madrid";"Arganzuela";28045;915282554;915282554;"Público";"MIGUEL DE UNAMUNO";"OK"
"Madrid-Capital";28031051;"CP INF-PRI";"MIGUEL SERVET";"Calle De La Fragata, 33 ";"Madrid";"Carabanchel";28019;914611757;914627953;"Público";"MIGUEL SERVET";"OK"
"Madrid-Capital";28038343;"CP INF-PRI";"MIRASIERRA";"Calle De La Maso, 22 ";"Madrid";"Fuencarral-El Pardo";28034;917345665;917350356;"Público";"MIRASIERRA";"OK"
"Madrid-Capital";28045104;"CP INF-PRI";"MONTE DE EL PARDO";"Avenida De La Guardia, 19 ";"Madrid";"Fuencarral-El Pardo";28048;913760692;913760636;"Público";"MONTE DE EL PARDO";"OK"
"Madrid-Capital";28005911;"CP INF-PRI";"NAVAS DE TOLOSA";"Calle De Benimamet, 109 ";"Madrid";"Villaverde";28021;917976083;917976083;"Público";"NAVAS DE TOLOSA";"OK"
"Madrid-Capital";28010886;"CP INF-PRI";"NTRA. SRA. DE LA ALMUDENA";"Calle De Lope De Rueda, 48 ";"Madrid";"Retiro";28009;915735899;915743106;"Público";"NUESTRA SEÑORA DE LA ALMUDENA";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28005945;"CP INF-PRI";"NTRA. SRA. DE LA CONCEPCION";"Calle De La Virgen Del Sagrario, 24 ";"Madrid";"Ciudad Lineal";28027;914040275;914047955;"Público";"NUESTRA SEÑORA DE LA CONCEPCION";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28025968;"CP INF-PRI";"NTRA. SRA. DE LA FUENCISLA";"Calle De Tomelloso, 39 ";"Madrid";"Usera";28026;914754327;915001173;"Público";"NUESTRA SEÑORA DE LA FUENCISLA";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28039372;"CP INF-PRI";"NTRA. SRA. DE LA LUZ";"Calle Del Bismuto, 1 ";"Madrid";"Villaverde";28021;917950766;917975020;"Público";"NUESTRA SEÑORA DE LA LUZ";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28013309;"CP INF-PRI";"NTRA. SRA. DE LA PALOMA";"Calle De Tabernillas, 2 ";"Madrid";"Centro";28005;913640630;913653675;"Público";"NUESTRA SEÑORA DE LA PALOMA";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28020740;"CP INF-PRI";"NTRA. SRA. DEL LUCERO";"Calle De Muñico, 1 ";"Madrid";"Latina";28047;914647678;914647678;"Público";"NUESTRA SEÑORA DEL LUCERO";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28031351;"CP INF-PRI";"PABLO PICASSO";"Calle De Ángel Luis De La Herrán, 35 ";"Madrid";"Hortaleza";28043;913821795;917646297;"Público";"PABLO PICASSO";"OK"
"Madrid-Capital";28005994;"CP INF-PRI";"PADRE COLOMA";"Calle De Gutiérrez Canales, 19 ";"Madrid";"San Blas-Canillejas";28022;917426447;917412598;"Público";"PADRE COLOMA";"OK"
"Madrid-Capital";28006007;"CP INF-PRI";"PADRE MARIANA";"Ronda Sur, 145 ";"Madrid";"Puente de Vallecas";28053;917861773;917861773;"Público";"PADRE MARIANA";"OK"
"Madrid-Capital";28006020;"CP INF-PRI";"PADRE POVEDA";"Avenida De Alfonso Xiii, 23 ";"Madrid";"Chamartín";28002;914151195;914162781;"Público";"PADRE POVEDA";"OK"
"Madrid-Capital";28010916;"CP INF-PRI";"PALACIO VALDES";"Paseo Del Prado, 38 ";"Madrid";"Centro";28014;914203370;914203370;"Público";"PALACIO VALDES";"OK"
"Madrid-Capital";28029238;"CP INF-PRI";"PALOMERAS BAJAS";"Calle De Felipe De Diego, 6 ";"Madrid";"Puente de Vallecas";28018;917854817;917853110;"Público";"PALOMERAS BAJAS";"OK"
"Madrid-Capital";28006044;"CP INF-PRI";"PARQUE ALUCHE";"Calle De Quero, 47 ";"Madrid";"Latina";28024;917178190;917178050;"Público";"PARQUE ALUCHE";"OK"
"Madrid-Capital";28035548;"CP INF-PRI";"PARQUE EUGENIA DE MONTIJO";"Calle Del Parque Eugenia De Montijo, 28-a ";"Madrid";"Carabanchel";28047;914615653;914615603;"Público";"PARQUE EUGENIA DE MONTIJO";"OK"
"Madrid-Capital";28028416;"CP INF-PRI";"PASAMONTE";"Avenida Del Doctor García Tapia, 47 ";"Madrid";"Moratalaz";28030;914305366;914376535;"Público";"PASAMONTE";"OK"
"Madrid-Capital";28010931;"CP INF-PRI";"PATRIARCA OBISPO EIJO GARAY";"Calle De López De Hoyos, 40 ";"Madrid";"Chamartín";28006;917450282;917451152;"Público";"PATRIARCA OBISPO EIJO Y GARAY";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28060211;"CP INF-PRI";"PEDRO DUQUE";"Calle De Marmolina, 5 ";"Madrid";"Vicálvaro";28032;917762363;917753209;"Público";"PEDRO DUQUE";"OK"
"Madrid-Capital";28006056;"CP INF-PRI";"PERU";"Calle De Baleares, 18 ";"Madrid";"Carabanchel";28019;915691465;915692867;"Público";"PERU";"OK"
"Madrid-Capital";28010679;"CP INF-PRI";"PI I MARGALL";"Plaza Del Dos De Mayo, 2 ";"Madrid";"Centro";28004;915323420;915231075;"Público";"PI I MARGALL";"OK"
"Madrid-Capital";28063763;"CP INF-PRI";"PINAR DE SAN JOSE";"Calle Patrimonio De La Humanidad, 39 ";"Madrid";"Carabanchel";28054;915112417;915112418;"Público";"PINAR DE SAN JOSE";"OK"
"Madrid-Capital";28006068;"CP INF-PRI";"PINAR DEL REY";"Avenida De San Luis, 23 ";"Madrid";"Hortaleza";28033;917664763;917680970;"Público";"PINAR DEL REY";"OK"
"Madrid-Capital";28021045;"CP INF-PRI";"PINTOR ROSALES";"Calle Del Príncipe De Vergara, 139 ";"Madrid";"Chamartín";28002;915623948;915638730;"Público";"PINTOR ROSALES";"OK"
"Madrid-Capital";28021434;"CP INF-PRI";"PIO BAROJA";"Calle De Luis De Hoyos Sáinz, 84 ";"Madrid";"Moratalaz";28030;917739618;917739618;"Público";"PIO BAROJA";"OK"
"Madrid-Capital";28006071;"CP INF-PRI";"PIO XII";"Calle Del Delfín, 2 ";"Madrid";"Tetuán";28029;913151221;917336758;"Público";"PIO XII";"OK"
"Madrid-Capital";28071371;"CP INF-PRI";"PLACIDO DOMINGO";"Calle Del Tejo, 5 ";"Madrid";"Arganzuela";28045;917650789;915302878;"Público";;"Colegio no incluido en BBDD de Ayuntamiento"
"Madrid-Capital";28010357;"CP INF-PRI";"PORTUGAL";"Calle De Juan Álvarez Mendizábal, 20 ";"Madrid";"Moncloa-Aravaca";28008;915417330;915417330;"Público";"PORTUGAL";"OK"
"Madrid-Capital";28030401;"CP INF-PRI";"PRADOLONGO";"Calle Del Parque De La Paloma, 9 ";"Madrid";"Usera";28026;914693581;914692532;"Público";"PRADOLONGO";"OK"
"Madrid-Capital";28029111;"CP INF-PRI";"PRINCIPE DE ASTURIAS";"Carretera Colmenar Viejo, Km 15 ";"Madrid";"Fuencarral-El Pardo";28049;917355115;917355003;"Público";"PRINCIPE DE ASTURIAS";"OK"
"Madrid-Capital";28006101;"CP INF-PRI";"PUERTO RICO";"Calle Del Segura, 74 ";"Madrid";"Usera";28041;913412726;913416960;"Público";"PUERTO RICO";"OK"
"Madrid-Capital";28021321;"CP INF-PRI";"RABINDRANATH TAGORE";"Calle De Julio Palacios, 35 ";"Madrid";"Fuencarral-El Pardo";28029;917332373;913232892;"Público";"RABINDRANATH TAGORE";"OK"
"Madrid-Capital";28006123;"CP INF-PRI";"RAMIRO DE MAEZTU";"Calle De Serrano, 127 ";"Madrid";"Chamartín";28006;915616249;915647056;"Público";"RAMIRO DE MAEZTU";"OK"
"Madrid-Capital";28010941;"CP INF-PRI";"RAMON GOMEZ DE LA SERNA";"Calle De Godella, 170 ";"Madrid";"Villaverde";28021;917972522;917972554;"Público";"RAMON GOMEZ DE LA SERNA";"OK"
"Madrid-Capital";28025956;"CP INF-PRI";"RAMON MARIA DEL VALLE INCLAN";"Calle De Alconera, 1 ";"Madrid";"San Blas-Canillejas";28037;913130739;913130739;"Público";"RAMON MARIA DEL VALLE INCLAN";"OK"
"Madrid-Capital";28026067;"CP INF-PRI";"RAMON PEREZ DE AYALA";"Calle De Motilla Del Palancar, 19 ";"Madrid";"Hortaleza";28043;917592205;917599412;"Público";"RAMON PEREZ DE AYALA";"OK"
"Madrid-Capital";28010953;"CP INF-PRI";"REAL ARMADA";"Calle Del Corregidor Juan Francisco De Luján, 114 ";"Madrid";"Moratalaz";28030;917736583;917736583;"Público";"REAL ARMADA";"OK"
"Madrid-Capital";28006135;"CP INF-PRI";"REGIMIENTO INMEMORIAL DEL REY";"Avenida De Moratalaz, 51 ";"Madrid";"Moratalaz";28030;914390948;913282535;"Público";"REGIMIENTO INMEMORIAL DEL REY";"OK"
"Madrid-Capital";28005431;"CP INF-PRI";"REINA VICTORIA";"Calle Del Príncipe De Vergara, 61 ";"Madrid";"Salamanca";28006;915631283;914113067;"Público";"REINA VICTORIA";"OK"
"Madrid-Capital";28010977;"CP INF-PRI";"REPUBLICA DE CHILE";"Calle Del Castillo De Uclés, 28 ";"Madrid";"San Blas-Canillejas";28037;913046658;913046658;"Público";"REPUBLICA DE CHILE";"OK"
"Madrid-Capital";28010965;"CP INF-PRI";"REPUBLICA DE COLOMBIA";"Plaza De Alloz, 3 ";"Madrid";"Carabanchel";28025;914650587;914650587;"Público";"REPUBLICA DE COLOMBIA";"OK"
"Madrid-Capital";28006172;"CP INF-PRI";"REPUBLICA DE ECUADOR";"Calle Del Valle De Oro, 41 ";"Madrid";"Carabanchel";28019;914603284;914603284;"Público";"REPUBLICA DE ECUADOR";"OK"
"Madrid-Capital";28010989;"CP INF-PRI";"REPUBLICA DE EL SALVADOR";"Camino De Sacedón, 2 ";"Madrid";"Villaverde";28021;917964041;917987815;"Público";"REPUBLICA DE EL SALVADOR";"OK"
"Madrid-Capital";28010928;"CP INF-PRI";"REPUBLICA DE PANAMA Nº 1";"Calle De Los Peones, S/n ";"Madrid";"San Blas-Canillejas";28037;913065472;913065472;"Público";;"Colegio no incluido en BBDD de Ayuntamiento"
"Madrid-Capital";28006202;"CP INF-PRI";"REPUBLICA DE VENEZUELA";"Calle De Cerecinos, 8 ";"Madrid";"Usera";28026;915698392;914695258;"Público";"REPUBLICA DE VENEZUELA";"OK"
"Madrid-Capital";28006159;"CP INF-PRI";"REPUBLICA DEL BRASIL";"Avenida De Los Fueros, 34 ";"Madrid";"Usera";28041;917923478;917920822;"Público";"REPUBLICA DE BRASIL";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28006184;"CP INF-PRI";"REPUBLICA DEL PARAGUAY";"Calle De Manresa, 60 ";"Madrid";"Fuencarral-El Pardo";28034;917343888;917351680;"Público";"REPUBLICA DE PARAGUAY";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28006196;"CP INF-PRI";"REPUBLICA DEL URUGUAY";"Avenida De Nuestra Señora De Valvanera, 120 ";"Madrid";"Latina";28047;914661360;914613919;"Público";"REPUBLICA DE URUGUAY";"Colegio incluido en BBDD de Ayuntamiento con otro nombre"
"Madrid-Capital";28006160;"CP INF-PRI";"REPUBLICA DOMINICANA";"Ronda De Don Bosco, 2 ";"Madrid";"Carabanchel";28044;914629060;914662819;"Público";"REPUBLICA DOMINICANA";"OK"
"Madrid-Capital";28041767;"CP INF-PRI";"ROSA LUXEMBURGO";"Calle Del Bardegueral, 16 ";"Madrid";"Moncloa-Aravaca";28023;913570212;913570661;"Público";"ROSA LUXEMBURGO";"OK"
"Madrid-Capital";28006238;"CP INF-PRI";"RUFINO BLANCO";"Calle Del General Álvarez De Castro, 46 ";"Madrid";"Chamberí";28010;914484083;915944701;"Público";"RUFINO BLANCO";"OK"
"Madrid-Capital";28006251;"CP INF-PRI";"SAGUNTO";"Calle De Paterna, 14 ";"Madrid";"Villaverde";28021;917976726;917976726;"Público";"SAGUNTO";"OK"
"Madrid-Capital";28019658;"CP INF-PRI";"SAN BENITO";"Calle De Juan Pérez Zúñiga, 36 ";"Madrid";"Ciudad Lineal";28027;913670800;913670800;"Público";"SAN BENITO";"OK"
"Madrid-Capital";28006263;"CP INF-PRI";"SAN CARLOS";"Calle De Geología, 2 ";"Madrid";"Villaverde";28021;917966105;917979728;"Público";"SAN CARLOS";"OK"
"Madrid-Capital";28010990;"CP INF-PRI";"SAN CRISTOBAL";"Calle De Bravo Murillo, 39 ";"Madrid";"Chamberí";28015;914481381;914480206;"Público";"SAN CRISTOBAL";"OK"
"Madrid-Capital";28006275;"CP INF-PRI";"SAN EUGENIO Y SAN ISIDRO";"Calle De Peñuelas, 31 ";"Madrid";"Arganzuela";28005;914737711;914737785;"Público";"SAN EUGENIO Y SAN ISIDRO";"OK"
"Madrid-Capital";28006305;"CP INF-PRI";"SAN IGNACIO DE LOYOLA";"Avenida De Abrantes, 1 ";"Madrid";"Carabanchel";28025;915651989;914698461;"Público";"SAN IGNACIO DE LOYOLA";"OK"
"Madrid-Capital";28006317;"CP INF-PRI";"SAN ILDEFONSO";"Calle De Alfonso Vi, 1 ";"Madrid";"Centro";28005;913643923;913641170;"Público";"SAN ILDEFONSO";"OK"
"Madrid-Capital";28006329;"CP INF-PRI";"SAN ISIDORO";"Calle De Fuenterrabía, 15 ";"Madrid";"Retiro";28014;915514845;915015983;"Público";"SAN ISIDORO";"OK"
"Madrid-Capital";28030472;"CP INF-PRI";"SAN JUAN BAUTISTA";"Calle De Sorzano, 1 ";"Madrid";"Ciudad Lineal";28043;914131225;915194638;"Público";"SAN JUAN BAUTISTA";"OK"
"Madrid-Capital";28011015;"CP INF-PRI";"SAN JUAN BOSCO";"Calle De Santa Irene, 2 ";"Madrid";"Ciudad Lineal";28017;914053610;914043233;"Público";"SAN JUAN BOSCO";"OK"
"Madrid-Capital";28006354;"CP INF-PRI";"SAN JUAN DE LA CRUZ";"Calle De Honduras, 10 ";"Madrid";"Chamartín";28016;913453044;913509861;"Público";"SAN JUAN DE LA CRUZ";"OK"
"Madrid-Capital";28019567;"CP INF-PRI";"SAN MIGUEL";"Avenida De La Virgen Del Carmen, 32 ";"Madrid";"Hortaleza";28033;917639281;917639281;"Público";"SAN MIGUEL";"OK"
"Madrid-Capital";28006366;"CP INF-PRI";"SAN PABLO";"Plaza De Peña Morraz, 1 ";"Madrid";"Puente de Vallecas";28038;913031550;913031550;"Público";"SAN PABLO";"OK"
"Madrid-Capital";28014272;"CP INF-PRI";"SAN ROQUE";"Calle Del Oxígeno, 43 ";"Madrid";"Villaverde";28021;917962774;917100003;"Público";"SAN ROQUE";"OK"
"Madrid-Capital";28006381;"CP INF-PRI";"SANTA MARIA";"Calle Del Casino, 7 ";"Madrid";"Centro";28005;915275281;914673704;"Público";"SANTA MARIA";"OK"
"Madrid-Capital";28006391;"CP INF-PRI";"SANTO DOMINGO";"Calle De San Feliu De Guixols, 7 ";"Madrid";"Puente de Vallecas";28038;917785293;913037833;"Público";"SANTO DOMINGO";"OK"
"Madrid-Capital";28006408;"CP INF-PRI-SEC";"TIRSO DE MOLINA";"Calle Del Bronce, 1 ";"Madrid";"Arganzuela";28045;915278932;914683695;"Público";"TIRSO DE MOLINA";"OK"
"Madrid-Capital";28010394;"CP INF-PRI";"TOMAS BRETON";"Calle De Alejandro Dumas, 4 ";"Madrid";"Arganzuela";28005;913642214;913667387;"Público";"TOMAS BRETON";"OK"
"Madrid-Capital";28045098;"CP INF-PRI";"VALDEBERNARDO";"Calle Del Tren De Arganda, 9 ";"Madrid";"Vicálvaro";28032;913713523;913051773;"Público";"VALDEBERNARDO";"OK"
"Madrid-Capital";28004941;"CP INF-PRI";"VASCO NUÑEZ DE BALBOA";"Calle De Nuestra Señora De Valverde, 149 ";"Madrid";"Fuencarral-El Pardo";28034;917343267;917355336;"Público";"VASCO NUÑEZ DE BALBOA";"OK"
"Madrid-Capital";28011040;"CP INF-PRI";"VAZQUEZ DE MELLA";"Calle De Bailén, 18 ";"Madrid";"Centro";28005;913654878;913665312;"Público";"VAZQUEZ DE MELLA";"OK"
"Madrid-Capital";28030411;"CP INF-PRI";"VICALVARO";"Calle De Forges, 15 ";"Madrid";"Vicálvaro";28032;917769938;913718488;"Público";"VICALVARO";"OK"
"Madrid-Capital";28025981;"CP INF-PRI";"VIRGEN DEL CERRO";"Calle De Mohernando, 1 ";"Madrid";"Puente de Vallecas";28038;917785083;917784994;"Público";"VIRGEN DEL CERRO";"OK"
"Madrid-Capital";28031075;"CP INF-PRI";"VIRGEN DEL CORTIJO";"Avenida De Manoteras, 41 ";"Madrid";"Hortaleza";28050;917661215;913844438;"Público";"VIRGEN DEL CORTIJO";"OK"
"Madrid-Capital";28066090;"CP INF-PRI";"WINSTON CHURCHILL";"Avenida De La Gran Vía Del Este, 5 ";"Madrid";"Vicálvaro";28032;913716066;917604921;"Público";"WINSTON CHURCHILL";"OK"
